"","CASE..","RIDESHARE","DATE","YEAR","MONTH","DAY","OFFENSE","ADDRESS","ZIP","ARREST"
"16685","2017-2930022  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","9800 BLOCK ORIOLE DR  ","N/A  ","Yes"
"16686","2017-2930039  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","1700 BLK N LAMAR  ","N/A  ","Yes"
"16687","2017-2930043  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","W 6TH WB TO LAKE AUSTIN RAMP  ","N/A  ","Yes"
"16688","2017-2930066  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","4415 S IH 35 SVRD NB  ","78744","Yes"
"16689","2017-2930093  ","BACK",2017-10-20,2017,"Oct",20,"DWI .15 BAC OR ABOVE  ","NUECES ST at W MARTIN LUTHER KING JR BLVD  ","78705","Yes"
"16690","2017-2930093  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","NUECES ST at W MARTIN LUTHER KING JR BLVD  ","78705","Yes"
"16691","2017-2930095  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","600 EMERALD WOOD DRIVE  ","N/A  ","Yes"
"16692","2017-2930149  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","2000 WICKERSHAM LN  ","78741","Yes"
"16693","2017-2930177  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","11400 ROCK ROSE AVE  ","N/A  ","Yes"
"16694","2017-2930220  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","100 BLOCK S 1ST ST  ","78704","Yes"
"16695","2017-2931268  ","BACK",2017-10-20,2017,"Oct",20,"DWI 2ND  ","1123 ROBERT E LEE RD  ","78704","Yes"
"16696","2017-2931268  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","1123 ROBERT E LEE RD  ","78704","Yes"
"16697","2017-2931688  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","1148 POQUITO ST  ","N/A  ","Yes"
"16698","2017-2931711  ","BACK",2017-10-20,2017,"Oct",20,"DWI  ","4700 BANDERA RD  ","78721","Yes"
"16699","2017-2931819  ","BACK",2017-10-20,2017,"Oct",20,"DWI 2ND  ","8700 S IH 35 SVRD NB  ","78744","Yes"
"16700","2017-2931957  ","BACK",2017-10-20,2017,"Oct",20,"DWI .15 BAC OR ABOVE  ","4400 WHISPERING VALLEY DR  ","78727","Yes"
"16701","2017-2932009  ","BACK",2017-10-20,2017,"Oct",20,"DWI 2ND  ","13014 POND SPRINGS RD  ","78729","Yes"
"16702","2017-2932008  ","BACK",2017-10-21,2017,"Oct",21,"DWI .15 BAC OR ABOVE  ","6801 I-35 N  ","78752","Yes"
"16703","2017-2940037  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","3800 AIRPORT BLVD  ","78722","Yes"
"16704","2017-2940042  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","2700 HANCOCK DR  ","78731","Yes"
"16705","2017-2940051  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","1100 S LAMAR BLVD  ","78704","Yes"
"16706","2017-2940121  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","1600 W 6TH ST  ","78703","Yes"
"16707","2017-2940173  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","8740 RESEARCH BLVD SVRD SB  ","78757","Yes"
"16708","2017-2940185  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","1600 S CONGRESS AVE  ","78704","Yes"
"16709","2017-2940191  ","BACK",2017-10-21,2017,"Oct",21,"DWI .15 BAC OR ABOVE  ","900 W 6TH ST  ","78703","Yes"
"16710","2017-2940233  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","2500 BLOCK N LAMAR BLVD  ","78705","Yes"
"16711","2017-2940245  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","700 W 6TH ST  ","78701","Yes"
"16712","2017-2940257  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","1202 TREADWELL ST  ","78704","Yes"
"16713","2017-2940286  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","4500 BLOCK AIRPORT BLVD  ","78751","Yes"
"16714","2017-2940294  ","BACK",2017-10-21,2017,"Oct",21,"DWI 2ND  ","500 FORT MC GRUDER LN  ","78704","Yes"
"16715","2017-2940324  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","1600 BLOCK S IH 35 SVRD SB  ","78704","Yes"
"16716","2017-2940344  ","BACK",2017-10-21,2017,"Oct",21,"DWI .15 BAC OR ABOVE  ","5801 I-35 N  ","78751","Yes"
"16717","2017-2941233  ","BACK",2017-10-21,2017,"Oct",21,"DWI 2ND  ","9919 MANCHACA RD  ","78748","Yes"
"16718","2017-2941319  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","5107 S IH 35 SVRD NB  ","78744","Yes"
"16719","2017-2941535  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","RED RIVER ST at DRISKILL ST  ","78701","Yes"
"16720","2017-2941676  ","BACK",2017-10-21,2017,"Oct",21,"DWI 2ND  ","NEWFIELD TO ENFIELD RAMP at ENFIELD RD  ","78703","Yes"
"16721","2017-2941781  ","BACK",2017-10-21,2017,"Oct",21,"DWI .15 BAC OR ABOVE  ","8300 STILLWOOD LN  ","78757","Yes"
"16722","2017-2941808  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","7700 SOUTHWEST PKWY  ","78735","Yes"
"16723","2017-2941928  ","BACK",2017-10-21,2017,"Oct",21,"DWI 2ND  ","10601 N LAMAR BLVD  ","78753","Yes"
"16724","2017-2941949  ","BACK",2017-10-21,2017,"Oct",21,"DWI  ","9701 DESSAU RD  ","78754","Yes"
"16725","2017-2941949  ","BACK",2017-10-21,2017,"Oct",21,"DWI .15 BAC OR ABOVE  ","9701 DESSAU RD  ","78754","Yes"
"16726","2017-2950197  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","8800 SOUTHWEST PKWY  ","N/A  ","No"
"16727","2017-2950032  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","13801 I-35 N  ","N/A  ","Yes"
"16728","2017-2950108  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","OAK SPRINGS RD at AIRPORT BLVD  ","N/A  ","Yes"
"16729","2017-2950131  ","BACK",2017-10-22,2017,"Oct",22,"DWI .15 BAC OR ABOVE  ","E RUNDBERG LN at MIDDLE FISKVILLE RD  ","78753","Yes"
"16730","2017-2950235  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","8200 S CONGRESS AVE  ","78748","Yes"
"16731","2017-2950240  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","1800 S CONGRESS AVE  ","78704","Yes"
"16732","2017-2950257  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","701 I-35 N  ","78701","Yes"
"16733","2017-2950395  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","3700 W HOWARD LN  ","78728","Yes"
"16734","2017-2950408  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","1434 W WELLS BRANCH PKWY  ","78660","Yes"
"16735","2017-2950412  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","2000 BURTON DR  ","78741","Yes"
"16736","2017-2951087  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","13564 N US 183 HWY SB  ","78750","Yes"
"16737","2017-2951193  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","W 45TH ST at TRIANGLE AVE  ","78751","Yes"
"16738","2017-2951300  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","2614 W 49TH 1/2 ST  ","78731","Yes"
"16739","2017-2951387  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","7600 N MOPAC EXPY SB  ","78731","Yes"
"16740","2017-2951502  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","6200 S IH 35 NB  ","78744","Yes"
"16741","2017-2951512  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","W BRAKER LN at BURNET RD  ","78758","Yes"
"16742","2017-2951556  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","400 E WELLS BRANCH PKWY  ","78660","Yes"
"16743","2017-2951598  ","BACK",2017-10-22,2017,"Oct",22,"DWI .15 BAC OR ABOVE  ","13813 BURNET RD  ","78727","Yes"
"16744","2017-2951598  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","13813 BURNET RD  ","78727","Yes"
"16745","2017-2951755  ","BACK",2017-10-22,2017,"Oct",22,"DWI  ","10300 N IH 35 SB  ","78753","Yes"
"16746","2017-2951755  ","BACK",2017-10-22,2017,"Oct",22,"DWI .15 BAC OR ABOVE  ","10300 N IH 35 SB  ","78753","Yes"
"16747","2017-2951771  ","BACK",2017-10-22,2017,"Oct",22,"DWI 2ND  ","1700 W 6TH ST  ","78703","Yes"
"16748","2017-2951730  ","BACK",2017-10-23,2017,"Oct",23,"DWI 2ND  ","10014 N LAMAR BLVD  ","78758","Yes"
"16749","2017-2951761  ","BACK",2017-10-23,2017,"Oct",23,"DWI  ","15001 I-35 N  ","78660","Yes"
"16750","2017-2960026  ","BACK",2017-10-23,2017,"Oct",23,"DWI  ","1400 W BEN WHITE BLVD WB  ","78704","Yes"
"16751","2017-2960061  ","BACK",2017-10-23,2017,"Oct",23,"DWI  ","400 SABINE ST  ","78701","Yes"
"16752","2017-2960122  ","BACK",2017-10-23,2017,"Oct",23,"DWI  ","9520 SPECTRUM DR  ","78717","Yes"
"16753","2017-2960126  ","BACK",2017-10-23,2017,"Oct",23,"DWI  ","8806 N LAMAR BLVD  ","78758","Yes"
"16754","2017-2960486  ","BACK",2017-10-23,2017,"Oct",23,"DWI  ","PENNSYLVANIA AVE at SALINA ST  ","78702","Yes"
"16755","2017-2960486  ","BACK",2017-10-23,2017,"Oct",23,"DWI - DRUG RECOGNITION EXPERT  ","PENNSYLVANIA AVE at SALINA ST  ","78702","Yes"
"16756","2017-2961770  ","BACK",2017-10-23,2017,"Oct",23,"DWI  ","1400 NEWFIELD LN  ","78703","Yes"
"16757","2017-2961782  ","BACK",2017-10-23,2017,"Oct",23,"DWI  ","N 183A HWY SVRD NB at AVERY RANCH BLVD  ","78717","Yes"
"16758","2017-2961785  ","BACK",2017-10-23,2017,"Oct",23,"DWI  ","1900 ONION CREEK PKWY  ","78748","Yes"
"16759","2017-2961785  ","BACK",2017-10-23,2017,"Oct",23,"DWI 2ND  ","1900 ONION CREEK PKWY  ","78748","Yes"
"16760","2017-2970063  ","BACK",2017-10-24,2017,"Oct",24,"DWI 2ND  ","10828 S IH 35 SVRD SB  ","78748","Yes"
"16761","2017-2970095  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","1100 BRANCH ST  ","78702","Yes"
"16762","2017-2970128  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","1725 PARKER LN  ","N/A  ","Yes"
"16763","2017-2970171  ","BACK",2017-10-24,2017,"Oct",24,"DWI - DRUG RECOGNITION EXPERT  ","2501 S LAMAR BLVD  ","78704","Yes"
"16764","2017-2970171  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","2501 S LAMAR BLVD  ","78704","Yes"
"16765","2017-2970172  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","15001 I-35 N  ","78660","Yes"
"16766","2017-2970177  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","1200 W 6TH ST  ","78703","Yes"
"16767","2017-2970177  ","BACK",2017-10-24,2017,"Oct",24,"DWI - DRUG RECOGNITION EXPERT  ","1200 W 6TH ST  ","78703","Yes"
"16768","2017-2970178  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","300 SAXON LN  ","78741","Yes"
"16769","2017-2970206  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","7101 I-35 N  ","78752","Yes"
"16770","2017-2971630  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","W HOWARD LN at N MOPAC EXPY SVRD SB  ","78727","Yes"
"16771","2017-2971741  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","1366 KENT LN  ","78703","Yes"
"16772","2017-2971808  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","1907 RABB GLEN ST  ","78704","Yes"
"16773","2017-2971869  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","900 W 2ND ST  ","78703","Yes"
"16774","2017-2971897  ","BACK",2017-10-24,2017,"Oct",24,"DWI  ","6200 CAMERON RD  ","78723","Yes"
"16775","2017-2981411  ","BACK",2017-10-25,2017,"Oct",25,"DWI  ","3600 S MOPAC EXPY NB  ","78746","No"
"16776","2017-2980120  ","BACK",2017-10-25,2017,"Oct",25,"DWI  ","901 I-35 N  ","78701","Yes"
"16777","2017-2980131  ","BACK",2017-10-25,2017,"Oct",25,"DWI .15 BAC OR ABOVE  ","1500 S CONGRESS AVE  ","78704","Yes"
"16778","2017-2980142  ","BACK",2017-10-25,2017,"Oct",25,"DWI 2ND  ","5500 PALO BLANCO LN  ","78744","Yes"
"16779","2017-2980160  ","BACK",2017-10-25,2017,"Oct",25,"DWI  ","MCKINNEY FALLS PKWY/E WILLIAM CANNON DR  ","N/A  ","Yes"
"16780","2017-2980184  ","BACK",2017-10-25,2017,"Oct",25,"DWI  ","AIRPORT BLVD at TILLERY ST  ","78721","Yes"
"16781","2017-2980213  ","BACK",2017-10-25,2017,"Oct",25,"DWI  ","3110 MEDICAL ARTS ST  ","78705","Yes"
"16782","2017-2981349  ","BACK",2017-10-25,2017,"Oct",25,"DWI 2ND  ","ELMONT DR at S PLEASANT VALLEY RD  ","78741","Yes"
"16783","2017-2981497  ","BACK",2017-10-25,2017,"Oct",25,"DWI  ","10501 I-35 N  ","78753","Yes"
"16784","2017-2981676  ","BACK",2017-10-25,2017,"Oct",25,"DWI 2ND  ","3800 S CONGRESS AVE  ","78704","Yes"
"16785","2017-2981676  ","BACK",2017-10-25,2017,"Oct",25,"DWI  ","3800 S CONGRESS AVE  ","78704","Yes"
"16786","2017-2981676  ","BACK",2017-10-25,2017,"Oct",25,"DWI - DRUG RECOGNITION EXPERT  ","3800 S CONGRESS AVE  ","78704","Yes"
"16787","2017-2981677  ","BACK",2017-10-25,2017,"Oct",25,"DWI  ","N MEADOWS DR at N LAMAR BLVD  ","78753","Yes"
"16788","2017-2981740  ","BACK",2017-10-25,2017,"Oct",25,"DWI  ","2900 GUADALUPE ST  ","78705","Yes"
"16789","2017-2990028  ","BACK",2017-10-26,2017,"Oct",26,"DWI  ","10400 N MOPAC EXPY SVRD NB  ","78758","Yes"
"16790","2017-2990117  ","BACK",2017-10-26,2017,"Oct",26,"DWI  ","800 E 6TH ST  ","78702","Yes"
"16791","2017-2990118  ","BACK",2017-10-26,2017,"Oct",26,"DWI  ","5600 N LAMAR BLVD  ","78756","Yes"
"16792","2017-2990205  ","BACK",2017-10-26,2017,"Oct",26,"DWI  ","3300 GUADALUPE ST  ","N/A  ","Yes"
"16793","2017-2990985  ","BACK",2017-10-26,2017,"Oct",26,"DWI  ","2200 N IH 35 UPPER DECK NB  ","78722","Yes"
"16794","2017-2991590  ","BACK",2017-10-26,2017,"Oct",26,"DWI  ","N MOPAC EXPY SVRD NB/DUVAL RD  ","N/A  ","Yes"
"16795","2017-2991754  ","BACK",2017-10-26,2017,"Oct",26,"DWI  ","4600 N MOPAC EXPY NB  ","78731","Yes"
"16796","2017-2991770  ","BACK",2017-10-26,2017,"Oct",26,"DWI  ","9200 RESEARCH BLVD SVRD SB  ","78757","Yes"
"16797","2017-3000163  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","1373 W 45TH ST  ","N/A  ","No"
"16798","2017-3000006  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","51ST/DUVAL  ","N/A  ","Yes"
"16799","2017-3000023  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","3700 S LAMAR BLVD  ","N/A  ","Yes"
"16800","2017-3000042  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","10600 RESEARCH BLVD NB  ","78759","Yes"
"16801","2017-3000062  ","BACK",2017-10-27,2017,"Oct",27,"DWI 2ND  ","715 E 8TH ST  ","78701","Yes"
"16802","2017-3000062  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","715 E 8TH ST  ","78701","Yes"
"16803","2017-3000130  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","13801 I-35 N  ","78728","Yes"
"16804","2017-3000167  ","BACK",2017-10-27,2017,"Oct",27,"DWI 2ND  ","800 BLK W. 2ND ST  ","N/A  ","Yes"
"16805","2017-3000170  ","BACK",2017-10-27,2017,"Oct",27,"DWI 2ND  ","S 1ST STREET AND W BEN WHITE SVRD WB  ","N/A  ","Yes"
"16806","2017-3000183  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","13466 N US 183 HWY SVRD SB  ","78750","Yes"
"16807","2017-3000188  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","3651 S IH 35 SVRD NB  ","78741","Yes"
"16808","2017-3000231  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","7007 CHERRY MEADOW DR  ","78745","Yes"
"16809","2017-3000253  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","10300 OLD MANCHACA RD  ","78748","Yes"
"16810","2017-3001389  ","BACK",2017-10-27,2017,"Oct",27,"DWI 2ND  ","6200 BERKMAN DR  ","78723","Yes"
"16811","2017-3001451  ","BACK",2017-10-27,2017,"Oct",27,"DWI  ","1030 NORWOOD PARK BLVD  ","78753","Yes"
"16812","2017-3001566  ","BACK",2017-10-27,2017,"Oct",27,"DWI 2ND  ","9715 N FM 620 RD  ","78726","Yes"
"16813","2017-3001988  ","BACK",2017-10-27,2017,"Oct",27,"DWI 2ND  ","1100 HOWARD LANE  ","N/A  ","Yes"
"16814","2017-3001988  ","BACK",2017-10-27,2017,"Oct",27,"DWI - DRUG RECOGNITION EXPERT  ","1100 HOWARD LANE  ","N/A  ","Yes"
"16815","2017-3011007  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","5600 W PARMER LN  ","78727","No"
"16816","2017-3010029  ","BACK",2017-10-28,2017,"Oct",28,"DWI 2ND  ","901 I-35 N  ","78701","Yes"
"16817","2017-3010051  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","3300 S LAMAR BLVD  ","78704","Yes"
"16818","2017-3010051  ","BACK",2017-10-28,2017,"Oct",28,"DWI .15 BAC OR ABOVE  ","3300 S LAMAR BLVD  ","78704","Yes"
"16819","2017-3010085  ","BACK",2017-10-28,2017,"Oct",28,"DWI 2ND  ","W 21ST ST at GUADALUPE ST  ","78705","Yes"
"16820","2017-3010105  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","6100 CLUB TER  ","78741","Yes"
"16821","2017-3010140  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","8900 N LAMAR BLVD  ","78758","Yes"
"16822","2017-3010161  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","E PARMER LN at DESSAU RD  ","78754","Yes"
"16823","2017-3010168  ","BACK",2017-10-28,2017,"Oct",28,"DWI 2ND  ","8300 METROPOLIS DR  ","78744","Yes"
"16824","2017-3010234  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","W RIVERSIDE DR at S 1ST ST  ","78704","Yes"
"16825","2017-3010256  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","3300 NORTHLAND DR  ","78731","Yes"
"16826","2017-3010285  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","6911 I-35 N  ","78752","Yes"
"16827","2017-3010286  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","430 E RUNDBERG LN  ","78753","Yes"
"16828","2017-3010360  ","BACK",2017-10-28,2017,"Oct",28,"DWI .15 BAC OR ABOVE  ","10700 N LAMAR BLVD  ","78758","Yes"
"16829","2017-3010360  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","10700 N LAMAR BLVD  ","78758","Yes"
"16830","2017-3011094  ","BACK",2017-10-28,2017,"Oct",28,"DWI 2ND  ","3848 AIRPORT BLVD  ","78722","Yes"
"16831","2017-3011208  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","E 51ST ST at MANOR RD  ","78723","Yes"
"16832","2017-3011600  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","9029 RESEARCH BLVD SVRD NB  ","78758","Yes"
"16833","2017-3011720  ","BACK",2017-10-28,2017,"Oct",28,"DWI .15 BAC OR ABOVE  ","4900 S PLEASANT VALLEY RD  ","78744","Yes"
"16834","2017-3011720  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","4900 S PLEASANT VALLEY RD  ","78744","Yes"
"16835","2017-3011758  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","2700 BLK W. PECAN ST  ","N/A  ","Yes"
"16836","2017-3011765  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","300 BARTON SPRINGS RD  ","78704","Yes"
"16837","2017-3011795  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","WOODWARD ST at E BEN WHITE BLVD SVRD EB  ","78744","Yes"
"16838","2017-3011819  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","1600 E 51ST ST  ","78723","Yes"
"16839","2017-3011823  ","BACK",2017-10-28,2017,"Oct",28,"DWI  ","6400 S PLEASANT VALLEY RD  ","78744","Yes"
"16840","2017-3011823  ","BACK",2017-10-28,2017,"Oct",28,"DWI 2ND  ","6400 S PLEASANT VALLEY RD  ","78744","Yes"
"16841","2017-3020246  ","BACK",2017-10-29,2017,"Oct",29,"DWI  ","E 6TH ST at SAN JACINTO BLVD  ","78701","Yes"
"16842","2017-3020290  ","BACK",2017-10-29,2017,"Oct",29,"DWI  ","E 14TH ST at WALLER ST  ","78702","Yes"
"16843","2017-3020325  ","BACK",2017-10-29,2017,"Oct",29,"DWI  ","9401 I-35 N  ","78753","Yes"
"16844","2017-3020370  ","BACK",2017-10-29,2017,"Oct",29,"DWI  ","400 E 6TH ST  ","78701","Yes"
"16845","2017-3020392  ","BACK",2017-10-29,2017,"Oct",29,"DWI  ","801 E WILLIAM CANNON DR  ","78745","Yes"
"16846","2017-3020414  ","BACK",2017-10-29,2017,"Oct",29,"DWI  ","8600 FM 2222 ROAD  ","N/A  ","Yes"
"16847","2017-3021233  ","BACK",2017-10-29,2017,"Oct",29,"DWI  ","E 7TH ST at PEDERNALES ST  ","78702","Yes"
"16848","2017-3021580  ","BACK",2017-10-29,2017,"Oct",29,"DWI  ","6600 E US 290 HWY WB  ","78752","Yes"
"16849","2017-3021580  ","BACK",2017-10-29,2017,"Oct",29,"DWI .15 BAC OR ABOVE  ","6600 E US 290 HWY WB  ","78752","Yes"
"16850","2017-3021607  ","BACK",2017-10-29,2017,"Oct",29,"DWI 2ND  ","9345 E US 290 HWY SVRD EB  ","78724","Yes"
"16851","2017-3030055  ","BACK",2017-10-30,2017,"Oct",30,"DWI  ","2304 LAKE AUSTIN BLVD  ","78703","Yes"
"16852","2017-3030069  ","BACK",2017-10-30,2017,"Oct",30,"DWI  ","1920 E RIVERSIDE DR  ","78741","Yes"
"16853","2017-3030078  ","BACK",2017-10-30,2017,"Oct",30,"DWI  ","9634 N LAMAR BLVD  ","78758","Yes"
"16854","2017-3030082  ","BACK",2017-10-30,2017,"Oct",30,"DWI 2ND  ","6200 S IH 35 SVRD SB  ","78745","Yes"
"16855","2017-3030104  ","BACK",2017-10-30,2017,"Oct",30,"DWI 2ND  ","6100 S IH 35 SB  ","78745","Yes"
"16856","2017-3030131  ","BACK",2017-10-30,2017,"Oct",30,"DWI  ","I-35 N at E 32ND ST  ","78705","Yes"
"16857","2017-3030202  ","BACK",2017-10-30,2017,"Oct",30,"DWI 2ND  ","1705 S LAKESHORE BLVD  ","78741","Yes"
"16858","2017-3030446  ","BACK",2017-10-30,2017,"Oct",30,"DWI - DRUG RECOGNITION EXPERT  ","1502 WEST AVE  ","78701","Yes"
"16859","2017-3030600  ","BACK",2017-10-30,2017,"Oct",30,"DWI .15 BAC OR ABOVE  ","13400 N US 183 HWY NB  ","78729","Yes"
"16860","2017-3030651  ","BACK",2017-10-30,2017,"Oct",30,"DWI - DRUG RECOGNITION EXPERT  ","6000 S IH 35 SB  ","78745","Yes"
"16861","2017-3031481  ","BACK",2017-10-30,2017,"Oct",30,"DWI  ","PENNY LN at BURNET RD  ","78757","Yes"
"16862","2017-3031481  ","BACK",2017-10-30,2017,"Oct",30,"DWI 2ND  ","PENNY LN at BURNET RD  ","78757","Yes"
"16863","2017-3040008  ","BACK",2017-10-31,2017,"Oct",31,"DWI - DRUG RECOGNITION EXPERT  ","11200 TAYLOR DRAPER LANE  ","N/A  ","Yes"
"16864","2017-3040008  ","BACK",2017-10-31,2017,"Oct",31,"DWI  ","11200 TAYLOR DRAPER LANE  ","N/A  ","Yes"
"16865","2017-3040069  ","BACK",2017-10-31,2017,"Oct",31,"DWI  ","W ALPINE RD/S CONGRESS AVE  ","N/A  ","Yes"
"16866","2017-3040097  ","BACK",2017-10-31,2017,"Oct",31,"DWI .15 BAC OR ABOVE  ","1935 S US 183 HWY NB  ","78719","Yes"
"16867","2017-3040097  ","BACK",2017-10-31,2017,"Oct",31,"DWI  ","1935 S US 183 HWY NB  ","78719","Yes"
"16868","2017-3040115  ","BACK",2017-10-31,2017,"Oct",31,"DWI  ","600 S CONGRESS AVE  ","78704","Yes"
"16869","2017-3040127  ","BACK",2017-10-31,2017,"Oct",31,"DWI  ","600 E BEN WHITE BLVD SVRD WB  ","N/A  ","Yes"
"16870","2017-3040139  ","BACK",2017-10-31,2017,"Oct",31,"DWI  ","200 BLOCK S CONGRESS AVE  ","78704","Yes"
"16871","2017-3040143  ","BACK",2017-10-31,2017,"Oct",31,"DWI  ","MANOR RD at AIRPORT BLVD  ","78723","Yes"
"16872","2017-3041557  ","BACK",2017-10-31,2017,"Oct",31,"DWI  ","2200 S IH 35 SVRD SB  ","78704","Yes"
"16873","2017-3050015  ","BACK",2017-11-01,2017,"Nov",1,"DWI  ","1400 NEWFIELD LN  ","78703","Yes"
"16874","2017-3050021  ","BACK",2017-11-01,2017,"Nov",1,"DWI  ","200 LAVACA ST  ","78701","Yes"
"16875","2017-3050065  ","BACK",2017-11-01,2017,"Nov",1,"DWI  ","1515 ROYAL CREST DR  ","78741","Yes"
"16876","2017-3050099  ","BACK",2017-11-01,2017,"Nov",1,"DWI  ","111500 ROCK ROSE AVENUE  ","N/A  ","Yes"
"16877","2017-3050136  ","BACK",2017-11-01,2017,"Nov",1,"DWI .15 BAC OR ABOVE  ","1900 W 6TH ST  ","N/A  ","Yes"
"16878","2017-3050139  ","BACK",2017-11-01,2017,"Nov",1,"DWI  ","6419 AIRPORT BLVD  ","78752","Yes"
"16879","2017-3051349  ","BACK",2017-11-01,2017,"Nov",1,"DWI  ","7025 VILLAGE CENTER DR  ","78731","Yes"
"16880","2017-3051784  ","BACK",2017-11-01,2017,"Nov",1,"DWI  ","7600 BLOCK MESA DR  ","78731","Yes"
"16881","2017-3051790  ","BACK",2017-11-01,2017,"Nov",1,"DWI  ","600 AUGUSTA AVE  ","78703","Yes"
