CASE..,RIDESHARE,DATE,YEAR,MONTH,DAY,OFFENSE,ADDRESS,ZIP,ARREST
2017-2100195  ,BACK,2017-07-29  ,2017,7,29,DWI .15 BAC OR ABOVE  ,900 W BRAKER LN  ,78758,Yes
2017-2100195  ,BACK,2017-07-29  ,2017,7,29,DWI  ,900 W BRAKER LN  ,78758,Yes
2017-2100236  ,BACK,2017-07-29  ,2017,7,29,DWI  ,300 E 15TH ST  ,78701,Yes
2017-2100242  ,BACK,2017-07-29  ,2017,7,29,DWI  ,800 KRAMER LN  ,78758,Yes
2017-2100266  ,BACK,2017-07-29  ,2017,7,29,DWI  ,16028 TRAVESIA WAY  ,78728,Yes
2017-2100279  ,BACK,2017-07-29  ,2017,7,29,DWI  ,3400 W SLAUGHTER LN  ,78748,Yes
2017-2100302  ,BACK,2017-07-29  ,2017,7,29,DWI  ,5330 I-35 N  ,78751,Yes
2017-2100334  ,BACK,2017-07-29  ,2017,7,29,DWI 2ND  ,1300 S PLEASANT VALLEY RD  ,78741,Yes
2017-2100462  ,BACK,2017-07-29  ,2017,7,29,DWI  ,1310 W HOWARD LN  ,78728,Yes
2017-2100462  ,BACK,2017-07-29  ,2017,7,29,DWI 2ND  ,1310 W HOWARD LN  ,78728,Yes
2017-2101033  ,BACK,2017-07-29  ,2017,7,29,DWI 2ND  ,11700 S IH 35 SB  ,78652,Yes
2017-2101170  ,BACK,2017-07-29  ,2017,7,29,DWI  ,13300 N US 183 HWY SVRD SB  ,78750,Yes
2017-2101578  ,BACK,2017-07-29  ,2017,7,29,DWI  ,4400 BLOCK S LAMAR BLVD NB  ,78735,Yes
2017-2101578  ,BACK,2017-07-29  ,2017,7,29,DWI .15 BAC OR ABOVE  ,4400 BLOCK S LAMAR BLVD NB  ,78735,Yes
2017-2101580  ,BACK,2017-07-29  ,2017,7,29,DWI  ,PADUA DR at ESCARPMENT BLVD  ,78739,Yes
2017-2101705  ,BACK,2017-07-29  ,2017,7,29,DWI  ,100 E 6TH ST  ,78701,Yes
2017-2101714  ,BACK,2017-07-29  ,2017,7,29,DWI  ,VARGAS RD at BASTROP HWY NB  ,78741,Yes
2017-2101785  ,BACK,2017-07-29  ,2017,7,29,DWI  ,115 BOLLES CIR  ,78753,Yes
2017-2102582  ,BACK,2017-07-29  ,2017,7,29,DWI .15 BAC OR ABOVE  ,BURLESON RD at METCALFE RD  ,78741,Yes
2017-2111513  ,BACK,2017-07-30  ,2017,7,30,DWI  ,80 PEDERNALES ST  ,78702,No
2017-2110163  ,BACK,2017-07-30  ,2017,7,30,DWI  ,600 NECHES ST  ,78701,Yes
2017-2110205  ,BACK,2017-07-30  ,2017,7,30,DWI .15 BAC OR ABOVE  ,4134 FELTER LN  ,78744,Yes
2017-2110205  ,BACK,2017-07-30  ,2017,7,30,DWI  ,4134 FELTER LN  ,78744,Yes
2017-2110269  ,BACK,2017-07-30  ,2017,7,30,DWI  ,8300 DIXON DR  ,78745,Yes
2017-2110286  ,BACK,2017-07-30  ,2017,7,30,DWI 2ND  ,6500 BLOCK ED BLUESTEIN BLVD NB  ,78724,Yes
2017-2110304  ,BACK,2017-07-30  ,2017,7,30,DWI  ,1400 W STASSNEY LN  ,78745,Yes
2017-2110334  ,BACK,2017-07-30  ,2017,7,30,DWI  ,1500 E PARMER LN  ,78753,Yes
2017-2110419  ,BACK,2017-07-30  ,2017,7,30,DWI  ,6307 SANTOS ST  ,78741,Yes
2017-2111144  ,BACK,2017-07-30  ,2017,7,30,DWI  ,12101 DESSAU RD  ,78754,Yes
2017-2111513  ,BACK,2017-07-30  ,2017,7,30,DWI 2ND  ,80 PEDERNALES ST  ,78702,Yes
2017-2120390  ,BACK,2017-07-31  ,2017,7,31,DWI .15 BAC OR ABOVE  ,7900 S IH 35 NB  ,78744,No
2017-2121739  ,BACK,2017-07-31  ,2017,7,31,DWI  ,7600 N IH 35 SB  ,78752,No
2017-2120065  ,BACK,2017-07-31  ,2017,7,31,DWI  ,7500 N LAMAR BLVD  ,78757,Yes
2017-2120100  ,BACK,2017-07-31  ,2017,7,31,DWI  ,I-35 N at E 6TH ST  ,78702,Yes
2017-2120105  ,BACK,2017-07-31  ,2017,7,31,DWI  ,2200 BLOCK THORNTON RD  ,78704,Yes
2017-2121746  ,BACK,2017-07-31  ,2017,7,31,DWI - DRUG RECOGNITION EXPERT  ,4900 N LAMAR BLVD  ,78756,Yes
2017-2121746  ,BACK,2017-07-31  ,2017,7,31,DWI  ,4900 N LAMAR BLVD  ,78756,Yes
2017-2131836  ,BACK,2017-08-01  ,2017,8,1,DWI - DRUG RECOGNITION EXPERT  ,5000 E WILLIAM CANNON DR  ,78744,No
2017-2130116  ,BACK,2017-08-01  ,2017,8,1,DWI  ,5355 I-35 N  ,78723,Yes
2017-2130817  ,BACK,2017-08-01  ,2017,8,1,DWI 2ND  ,715 E 8TH ST  ,78701,Yes
2017-2131564  ,BACK,2017-08-01  ,2017,8,1,DWI  ,1100 AIRPORT BLVD  ,78702,Yes
2017-2131564  ,BACK,2017-08-01  ,2017,8,1,DWI - DRUG RECOGNITION EXPERT  ,1100 AIRPORT BLVD  ,78702,Yes
2017-2131608  ,BACK,2017-08-01  ,2017,8,1,DWI  ,DUVAL RD at N MOPAC EXPY SVRD NB  ,78758,Yes
2017-2140033  ,BACK,2017-08-02  ,2017,8,2,DWI  ,1400 BRAES RIDGE DR  ,78723,No
2017-2140077  ,BACK,2017-08-02  ,2017,8,2,DWI  ,1500 BLOCK E STASSNEY LN  ,78744,Yes
2017-2140094  ,BACK,2017-08-02  ,2017,8,2,DWI  ,50 RAINEY ST  ,78701,Yes
2017-2140146  ,BACK,2017-08-02  ,2017,8,2,DWI  ,100 S CONGRESS AVE  ,78704,Yes
2017-2140152  ,BACK,2017-08-02  ,2017,8,2,DWI 2ND  ,1300 MONTOPOLIS DR  ,78741,Yes
2017-2140153  ,BACK,2017-08-02  ,2017,8,2,DWI - DRUG RECOGNITION EXPERT  ,E 38TH 1/2 ST at I-35 N  ,78751,Yes
2017-2140153  ,BACK,2017-08-02  ,2017,8,2,DWI  ,E 38TH 1/2 ST at I-35 N  ,78751,Yes
2017-2140225  ,BACK,2017-08-02  ,2017,8,2,DWI  ,100 E SLAUGHTER LN  ,78744,Yes
2017-2141777  ,BACK,2017-08-02  ,2017,8,2,DWI  ,5101 I-35 N  ,78751,Yes
2017-2141837  ,BACK,2017-08-02  ,2017,8,2,DWI  ,2100 BURTON DR  ,78741,Yes
2017-172510113  ,BACK,2017-08-03  ,2017,8,3,DWI 2ND  ,11800 N MOPAC EXPY SVRD NB  ,78758,Yes
2017-2150052  ,BACK,2017-08-03  ,2017,8,3,DWI  ,I-35 N at E 6TH ST  ,78702,Yes
2017-2150092  ,BACK,2017-08-03  ,2017,8,3,DWI  ,1024 EDGECLIFF TER  ,78704,Yes
2017-2150093  ,BACK,2017-08-03  ,2017,8,3,DWI  ,500 BLOCK CONGRESS AVE  ,78701,Yes
2017-2150093  ,BACK,2017-08-03  ,2017,8,3,DWI 2ND  ,500 BLOCK CONGRESS AVE  ,78701,Yes
2017-2150113  ,BACK,2017-08-03  ,2017,8,3,DWI 2ND  ,11800 N MOPAC EXPY SVRD NB  ,78758,Yes
2017-2150205  ,BACK,2017-08-03  ,2017,8,3,DWI  ,GEORGIAN DR at W POWELL LN  ,78753,Yes
2017-2150244  ,BACK,2017-08-03  ,2017,8,3,DWI  ,BARTON SPRINGS RD at S LAMAR BLVD  ,78704,Yes
2017-2150504  ,BACK,2017-08-03  ,2017,8,3,DWI 2ND  ,15004 AVERY RANCH BLVD  ,78717,Yes
2017-2151072  ,BACK,2017-08-03  ,2017,8,3,DWI  ,1900 S IH 35 SB  ,78704,Yes
2017-2151426  ,BACK,2017-08-03  ,2017,8,3,DWI  ,8201 N LAMAR BLVD  ,78753,Yes
2017-2151533  ,BACK,2017-08-03  ,2017,8,3,DWI 2ND  ,11680 RESEARCH BLVD SVRD S/B  ,N/A  ,Yes
2017-2160029  ,BACK,2017-08-04  ,2017,8,4,DWI  ,13900 N US 183 HWY SVRD SB  ,78613,Yes
2017-2160083  ,BACK,2017-08-04  ,2017,8,4,DWI  ,N LAMAR BLVD at MORROW ST  ,78752,Yes
2017-2160161  ,BACK,2017-08-04  ,2017,8,4,DWI 2ND  ,W BEN WHITE WB TO MANCHAC RAMP  ,N/A  ,Yes
2017-2160171  ,BACK,2017-08-04  ,2017,8,4,DWI  ,9909 MANCHACA RD  ,78748,Yes
2017-2160247  ,BACK,2017-08-04  ,2017,8,4,DWI  ,1710 PATTON LN  ,78723,Yes
2017-2160253  ,BACK,2017-08-04  ,2017,8,4,DWI .15 BAC OR ABOVE  ,1006 E 7TH ST  ,78702,Yes
2017-2161269  ,BACK,2017-08-04  ,2017,8,4,DWI  ,12300 RESEARCH BLVD NB  ,78727,Yes
2017-2161532  ,BACK,2017-08-04  ,2017,8,4,DWI  ,6500 W WILLIAM CANNON DR  ,78735,Yes
2017-2161626  ,BACK,2017-08-04  ,2017,8,4,DWI  ,800 S MOPAC EXPY SVRD SB  ,78746,Yes
2017-2161888  ,BACK,2017-08-04  ,2017,8,4,DWI 2ND  ,9414 PARKFIELD DR  ,78758,Yes
2017-2161888  ,BACK,2017-08-04  ,2017,8,4,DWI  ,9414 PARKFIELD DR  ,78758,Yes
2017-2161953  ,BACK,2017-08-04  ,2017,8,4,DWI  ,WEBBERVILLE RD at E 7TH ST  ,78702,Yes
2017-2161975  ,BACK,2017-08-04  ,2017,8,4,DWI  ,1200 N IH 35 S/B  ,N/A  ,Yes
2017-2170021  ,BACK,2017-08-05  ,2017,8,5,DWI  ,8100 BLOCK N LAMAR BLVD NB  ,78753,Yes
2017-2170021  ,BACK,2017-08-05  ,2017,8,5,DWI 2ND  ,8100 BLOCK N LAMAR BLVD NB  ,78753,Yes
2017-2170101  ,BACK,2017-08-05  ,2017,8,5,DWI  ,W 4TH ST at COLORADO ST  ,78701,Yes
2017-2170215  ,BACK,2017-08-05  ,2017,8,5,DWI .15 BAC OR ABOVE  ,8707 BIRMINGHAM DR  ,78748,Yes
2017-2171334  ,BACK,2017-08-05  ,2017,8,5,DWI  ,700 E CESAR CHAVEZ ST  ,78701,Yes
2017-2171487  ,BACK,2017-08-05  ,2017,8,5,DWI  ,9500 NORTH LAKE CREEK PKWY  ,78717,Yes
2017-2171692  ,BACK,2017-08-05  ,2017,8,5,DWI  ,6800 E BEN WHITE BLVD SVRD EB  ,78744,Yes
2017-2180376  ,BACK,2017-08-06  ,2017,8,6,DWI  ,2000 S IH 35 SVRD SB  ,78704,No
2017-172180175  ,BACK,2017-08-06  ,2017,8,6,DWI 2ND  ,8200 SOUTHWEST PKWY  ,78735,Yes
2017-2180175  ,BACK,2017-08-06  ,2017,8,6,DWI 2ND  ,8200 SOUTHWEST PKWY  ,78735,Yes
2017-2180265  ,BACK,2017-08-06  ,2017,8,6,DWI  ,1300 TOOMEY ST  ,N/A  ,Yes
2017-2180340  ,BACK,2017-08-06  ,2017,8,6,DWI  ,5808 BURNET RD  ,78756,Yes
2017-2180377  ,BACK,2017-08-06  ,2017,8,6,DWI  ,1135 AIRPORT BLVD  ,78721,Yes
2017-2180555  ,BACK,2017-08-06  ,2017,8,6,DWI  ,ANKEN DR at WILLOW CREEK DR  ,78741,Yes
2017-2181229  ,BACK,2017-08-06  ,2017,8,6,DWI 2ND  ,5800 W SLAUGHTER LN  ,78749,Yes
2017-2181236  ,BACK,2017-08-06  ,2017,8,6,DWI .15 BAC OR ABOVE  ,E 12TH ST at SPRINGDALE RD  ,78721,Yes
2017-2181464  ,BACK,2017-08-06  ,2017,8,6,DWI  ,2410 E RIVERSIDE DR  ,78741,Yes
2017-2181596  ,BACK,2017-08-06  ,2017,8,6,DWI .15 BAC OR ABOVE  ,W WILLIAM CANNON DR at WEST GATE BLVD  ,78745,Yes
2017-2181596  ,BACK,2017-08-06  ,2017,8,6,DWI  ,W WILLIAM CANNON DR at WEST GATE BLVD  ,78745,Yes
2017-2181612  ,BACK,2017-08-06  ,2017,8,6,DWI 2ND  ,5800 TERI RD  ,78744,Yes
2017-2181612  ,BACK,2017-08-06  ,2017,8,6,DWI  ,5800 TERI RD  ,78744,Yes
2017-2181648  ,BACK,2017-08-06  ,2017,8,6,DWI  ,W 6TH ST at N MOPAC NB TO 6TH WB RAMP  ,78703,Yes
2017-2181681  ,BACK,2017-08-06  ,2017,8,6,DWI 2ND  ,2200 S IH 35 SVRD SB  ,78704,Yes
2017-2181686  ,BACK,2017-08-06  ,2017,8,6,DWI 2ND  ,2400 TERI RD  ,78744,Yes
2017-2181686  ,BACK,2017-08-06  ,2017,8,6,DWI  ,2400 TERI RD  ,78744,Yes
2017-2190138  ,BACK,2017-08-06  ,2017,8,6,DWI  ,S US 183 HWY SB at METROPOLIS DR  ,78719,Yes
2017-2190015  ,BACK,2017-08-07  ,2017,8,7,DWI  ,E ANDERSON LN SVRD EB at CAMERON RD  ,78752,Yes
2017-2190015  ,BACK,2017-08-07  ,2017,8,7,DWI 2ND  ,E ANDERSON LN SVRD EB at CAMERON RD  ,78752,Yes
2017-2190060  ,BACK,2017-08-07  ,2017,8,7,DWI  ,2425 E RIVERSIDE DR  ,78741,Yes
2017-2190112  ,BACK,2017-08-07  ,2017,8,7,DWI  ,616 E 5TH ST  ,78701,Yes
2017-2190113  ,BACK,2017-08-07  ,2017,8,7,DWI  ,1050 E 11TH ST  ,78702,Yes
2017-2190124  ,BACK,2017-08-07  ,2017,8,7,DWI 2ND  ,1200 W CESAR CHAVEZ ST  ,78703,Yes
2017-2190129  ,BACK,2017-08-07  ,2017,8,7,DWI 2ND  ,10300 N LAMAR BLVD  ,78758,Yes
2017-2190166  ,BACK,2017-08-07  ,2017,8,7,DWI  ,6518 ED BLUESTEIN BLVD SB  ,78723,Yes
2017-2190168  ,BACK,2017-08-07  ,2017,8,7,DWI  ,9717 N LAMAR BLVD  ,78753,Yes
2017-2190175  ,BACK,2017-08-07  ,2017,8,7,DWI  ,ALDRICH ST at AIRPORT BLVD  ,78723,Yes
2017-2190175  ,BACK,2017-08-07  ,2017,8,7,DWI .15 BAC OR ABOVE  ,ALDRICH ST at AIRPORT BLVD  ,78723,Yes
2017-2190178  ,BACK,2017-08-07  ,2017,8,7,DWI  ,7001 I-35 N  ,78752,Yes
2017-2190245  ,BACK,2017-08-07  ,2017,8,7,DWI  ,1000 W MILTON ST  ,78704,Yes
2017-2191347  ,BACK,2017-08-07  ,2017,8,7,DWI  ,2100 BLOCK WICKERSHAM LN  ,78741,Yes
2017-2191347  ,BACK,2017-08-07  ,2017,8,7,DWI - DRUG RECOGNITION EXPERT  ,2100 BLOCK WICKERSHAM LN  ,78741,Yes
2017-2200022  ,BACK,2017-08-08  ,2017,8,8,DWI  ,500 SAN JACINTO BLVD  ,78701,Yes
2017-2200087  ,BACK,2017-08-08  ,2017,8,8,DWI  ,13700 N US 183 HWY SVRD NB  ,78729,Yes
2017-2200176  ,BACK,2017-08-08  ,2017,8,8,DWI  ,1400-1498 ST EDWARDS DR  ,N/A  ,Yes
2017-2200423  ,BACK,2017-08-08  ,2017,8,8,DWI  ,6600 COOPER LN  ,78745,Yes
2017-2201398  ,BACK,2017-08-08  ,2017,8,8,DWI 2ND  ,1906 E OLTORF ST  ,78741,Yes
2017-2201813  ,BACK,2017-08-08  ,2017,8,8,DWI 2ND  ,1200 W 6TH ST  ,78703,Yes
2017-2201832  ,BACK,2017-08-08  ,2017,8,8,DWI  ,E WILLIAM CANNON DR at STONLEIGH PL  ,78744,Yes
2017-2210039  ,BACK,2017-08-09  ,2017,8,9,DWI 2ND  ,13300 N US 183 HWY SB  ,78750,Yes
2017-2210066  ,BACK,2017-08-09  ,2017,8,9,DWI  ,109 W ANDERSON LN SVRD EB  ,78752,Yes
2017-2210073  ,BACK,2017-08-09  ,2017,8,9,DWI  ,PALACE PKWY at W SLAUGHTER LN  ,78748,Yes
2017-2210093  ,BACK,2017-08-09  ,2017,8,9,DWI  ,500 TRINITY ST  ,78701,Yes
2017-2210144  ,BACK,2017-08-09  ,2017,8,9,DWI  ,601 I-35 N  ,78701,Yes
2017-2211612  ,BACK,2017-08-09  ,2017,8,9,DWI .15 BAC OR ABOVE  ,2100 BARTON SKWY  ,78704,Yes
2017-2211625  ,BACK,2017-08-09  ,2017,8,9,DWI  ,4217 WESTLAKE DR  ,78746,Yes
2017-2211831  ,BACK,2017-08-09  ,2017,8,9,DWI  ,11700 RESEARCH BLVD SVRD NB  ,78727,Yes
2017-2220121  ,BACK,2017-08-10  ,2017,8,10,DWI  ,1400 NEWFIELD LN  ,78703,No
2017-2211857  ,BACK,2017-08-10  ,2017,8,10,DWI 2ND  ,2801 I-35 N  ,78705,Yes
2017-2220062  ,BACK,2017-08-10  ,2017,8,10,DWI .15 BAC OR ABOVE  ,11600 JOLLYVILLE RD  ,78759,Yes
2017-2220093  ,BACK,2017-08-10  ,2017,8,10,DWI .15 BAC OR ABOVE  ,2514 BLOCK S CONGRESS AVE  ,78704,Yes
2017-2220094  ,BACK,2017-08-10  ,2017,8,10,DWI  ,7200 BLOCK S IH 35 SVRD SB  ,78745,Yes
2017-2220098  ,BACK,2017-08-10  ,2017,8,10,DWI  ,1400 E RIVERSIDE DR  ,78741,Yes
2017-2220107  ,BACK,2017-08-10  ,2017,8,10,DWI 2ND  ,6306 MANCHACA RD  ,78745,Yes
2017-2220130  ,BACK,2017-08-10  ,2017,8,10,DWI  ,MALTESE CROSS DR at WATCHFUL FOX DR  ,78748,Yes
2017-2220194  ,BACK,2017-08-10  ,2017,8,10,DWI  ,700 W 8TH ST  ,78701,Yes
2017-2220632  ,BACK,2017-08-10  ,2017,8,10,DWI  ,2013 SIMOND AVE  ,78723,Yes
2017-2221343  ,BACK,2017-08-10  ,2017,8,10,DWI .15 BAC OR ABOVE  ,4531 SPEEDWAY  ,78751,Yes
2017-2221343  ,BACK,2017-08-10  ,2017,8,10,DWI  ,4531 SPEEDWAY  ,78751,Yes
2017-2221705  ,BACK,2017-08-10  ,2017,8,10,DWI  ,CHESTNUT AVE at E 21ST ST  ,78722,Yes
2017-2221728  ,BACK,2017-08-10  ,2017,8,10,DWI  ,5500 E BEN WHITE BLVD WB  ,78741,Yes
2017-2221841  ,BACK,2017-08-10  ,2017,8,10,DWI 2ND  ,9000 BLOCK S IH 35 SB  ,78745,Yes
2017-2230713  ,BACK,2017-08-11  ,2017,8,11,DWI  ,900 W 3RD ST  ,78703,No
2017-2230006  ,BACK,2017-08-11  ,2017,8,11,DWI  ,4800 LOYOLA LN  ,78723,Yes
2017-2230148  ,BACK,2017-08-11  ,2017,8,11,DWI  ,1215 W 9TH ST  ,78703,Yes
2017-2230154  ,BACK,2017-08-11  ,2017,8,11,DWI  ,4700 E MARTIN LUTHER KING JR BLVD  ,78723,Yes
2017-2230183  ,BACK,2017-08-11  ,2017,8,11,DWI  ,12500 N LAMAR BLVD  ,78753,Yes
2017-2230185  ,BACK,2017-08-11  ,2017,8,11,DWI 2ND  ,300 BLOCK S 1ST ST  ,78704,Yes
2017-2230215  ,BACK,2017-08-11  ,2017,8,11,DWI  ,E OLTORF ST at S PLEASANT VALLEY RD  ,78741,Yes
2017-2230301  ,BACK,2017-08-11  ,2017,8,11,DWI  ,9516 N LAMAR BLVD  ,78758,Yes
2017-2230736  ,BACK,2017-08-11  ,2017,8,11,DWI  ,6900 N CAPITAL OF TEXAS HWY NB  ,78731,Yes
2017-2231668  ,BACK,2017-08-11  ,2017,8,11,DWI  ,1310 W HOWARD LN  ,78728,Yes
2017-2231849  ,BACK,2017-08-11  ,2017,8,11,DWI  ,1400 W WILLIAM CANNON DR  ,78745,Yes
2017-2231853  ,BACK,2017-08-11  ,2017,8,11,DWI  ,4400 MANCHACA RD  ,78745,Yes
2017-2231879  ,BACK,2017-08-11  ,2017,8,11,DWI  ,7900 BLOCK S CONGRESS AVE  ,78748,Yes
2017-2231874  ,BACK,2017-08-12  ,2017,8,12,DWI  ,1200 E DEAN KEETON ST  ,78722,Yes
2017-2231874  ,BACK,2017-08-12  ,2017,8,12,DWI - DRUG RECOGNITION EXPERT  ,1200 E DEAN KEETON ST  ,78722,Yes
2017-2240067  ,BACK,2017-08-12  ,2017,8,12,DWI  ,1500 BLOCK E 51ST ST  ,78723,Yes
2017-2240149  ,BACK,2017-08-12  ,2017,8,12,DWI  ,6500 S IH 35 SVRD NB  ,78744,Yes
2017-2240197  ,BACK,2017-08-12  ,2017,8,12,DWI  ,400 BARTON SPRINGS RD  ,78704,Yes
2017-2240226  ,BACK,2017-08-12  ,2017,8,12,DWI  ,E 6TH ST at BRUSHY ST  ,78702,Yes
2017-2240235  ,BACK,2017-08-12  ,2017,8,12,DWI  ,E 51ST ST at ED BLUESTEIN BLVD NB  ,78724,Yes
2017-2240390  ,BACK,2017-08-12  ,2017,8,12,DWI 2ND  ,6600 S MOPAC EXPY SVRD SB  ,78749,Yes
2017-2241201  ,BACK,2017-08-12  ,2017,8,12,DWI  ,1212 WESTHEIMER DR  ,78752,Yes
2017-2241472  ,BACK,2017-08-12  ,2017,8,12,DWI  ,800 HERMITAGE DR  ,78753,Yes
2017-2241511  ,BACK,2017-08-12  ,2017,8,12,DWI  ,3200 S MOPAC EXPY SVRD SB  ,78746,Yes
2017-2241563  ,BACK,2017-08-12  ,2017,8,12,DWI 2ND  ,1709 W PARMER LN  ,78758,Yes
2017-2241588  ,BACK,2017-08-12  ,2017,8,12,DWI  ,7655 N FM 620 RD  ,78726,Yes
2017-2241589  ,BACK,2017-08-12  ,2017,8,12,DWI  ,100 E ANDERSON LN SVRD EB  ,78752,Yes
2017-2241609  ,BACK,2017-08-12  ,2017,8,12,DWI  ,8000 N CAPITAL OF TEXAS HWY SB  ,78750,Yes
2017-2241629  ,BACK,2017-08-12  ,2017,8,12,DWI  ,2200 BLOCK E 7TH ST  ,78702,Yes
2017-2241683  ,BACK,2017-08-12  ,2017,8,12,DWI 2ND  ,12200 N MOPAC EXPY SVRD SB  ,78759,Yes
2017-2241612  ,BACK,2017-08-13  ,2017,8,13,DWI  ,W MARTIN LUTHER KING JR BLVD at NUECES ST  ,78705,Yes
2017-2241724  ,BACK,2017-08-13  ,2017,8,13,DWI  ,1600 BLOCK E SH 71 EB  ,78719,Yes
2017-2241724  ,BACK,2017-08-13  ,2017,8,13,DWI .15 BAC OR ABOVE  ,1600 BLOCK E SH 71 EB  ,78719,Yes
2017-2250026  ,BACK,2017-08-13  ,2017,8,13,DWI  ,5200 S MOPAC EXPY NB  ,78735,Yes
2017-2250026  ,BACK,2017-08-13  ,2017,8,13,DWI - DRUG RECOGNITION EXPERT  ,5200 S MOPAC EXPY NB  ,78735,Yes
2017-2250035  ,BACK,2017-08-13  ,2017,8,13,DWI 2ND  ,7010 W SH 71  ,N/A  ,Yes
2017-2250046  ,BACK,2017-08-13  ,2017,8,13,DWI  ,E 6TH ST at TRINITY ST  ,78701,Yes
2017-2250117  ,BACK,2017-08-13  ,2017,8,13,DWI 2ND  ,8801 I-35 N  ,78753,Yes
2017-2250152  ,BACK,2017-08-13  ,2017,8,13,DWI  ,E 12TH ST at CHICON ST  ,78702,Yes
2017-2250159  ,BACK,2017-08-13  ,2017,8,13,DWI  ,4900 BURNET RD  ,78756,Yes
2017-2250163  ,BACK,2017-08-13  ,2017,8,13,DWI  ,2426 E RIVERSIDE DRIVE  ,N/A  ,Yes
2017-2250204  ,BACK,2017-08-13  ,2017,8,13,DWI .15 BAC OR ABOVE  ,2100 E RIVERSIDE DR  ,78741,Yes
2017-2250204  ,BACK,2017-08-13  ,2017,8,13,DWI  ,2100 E RIVERSIDE DR  ,78741,Yes
2017-2250267  ,BACK,2017-08-13  ,2017,8,13,DWI  ,2114 W SLAUGHTER LN  ,78748,Yes
2017-2250276  ,BACK,2017-08-13  ,2017,8,13,DWI 2ND  ,6204 THURGOOD AVE  ,78721,Yes
2017-2250276  ,BACK,2017-08-13  ,2017,8,13,DWI .15 BAC OR ABOVE  ,6204 THURGOOD AVE  ,78721,Yes
2017-2251343  ,BACK,2017-08-13  ,2017,8,13,DWI .15 BAC OR ABOVE  ,700 W BRAKER LN  ,78753,Yes
2017-2251362  ,BACK,2017-08-13  ,2017,8,13,DWI  ,2608 HIDALGO ST  ,78702,Yes
2017-2251445  ,BACK,2017-08-13  ,2017,8,13,DWI 2ND  ,1603 E OLTORF ST  ,78741,Yes
2017-2251538  ,BACK,2017-08-13  ,2017,8,13,DWI  ,1400 HARTFORD RD  ,78703,Yes
2017-2251563  ,BACK,2017-08-14  ,2017,8,14,DWI  ,W 15TH ST at LAVACA ST  ,78701,Yes
2017-2260023  ,BACK,2017-08-14  ,2017,8,14,DWI  ,200 E 5TH ST  ,78701,Yes
2017-2260041  ,BACK,2017-08-14  ,2017,8,14,DWI  ,9401 I-35 N  ,78753,Yes
2017-2260072  ,BACK,2017-08-14  ,2017,8,14,DWI  ,N FM 620 RD NB at W PARMER LN  ,78729,Yes
2017-2260085  ,BACK,2017-08-14  ,2017,8,14,DWI .15 BAC OR ABOVE  ,3500 MC KINNEY FALLS PKWY  ,78744,Yes
2017-2261730  ,BACK,2017-08-14  ,2017,8,14,DWI 2ND  ,5500 CHESTERFIELD AVE  ,78751,Yes
2017-2261730  ,BACK,2017-08-14  ,2017,8,14,DWI  ,5500 CHESTERFIELD AVE  ,78751,Yes
2017-2270033  ,BACK,2017-08-15  ,2017,8,15,DWI  ,12000 RESEARCH BLVD SVRD NB  ,78727,Yes
2017-2270033  ,BACK,2017-08-15  ,2017,8,15,DWI - DRUG RECOGNITION EXPERT  ,12000 RESEARCH BLVD SVRD NB  ,78727,Yes
2017-2270040  ,BACK,2017-08-15  ,2017,8,15,DWI 2ND  ,1300 E RUNDBERG LN  ,78753,Yes
2017-2270118  ,BACK,2017-08-15  ,2017,8,15,DWI  ,DAWSON RD at BARTON SPRINGS RD  ,78704,Yes
2017-2271438  ,BACK,2017-08-15  ,2017,8,15,DWI 2ND  ,717 E 7TH ST  ,78701,Yes
2017-2271652  ,BACK,2017-08-15  ,2017,8,15,DWI  ,12200 N MOPAC EXPY NB  ,78758,Yes
2017-2271680  ,BACK,2017-08-15  ,2017,8,15,DWI 2ND  ,12324 SKY HARBOR DR  ,78617,Yes
2017-2271849  ,BACK,2017-08-15  ,2017,8,15,DWI 2ND  ,10 I-35 N  ,78701,Yes
2017-2771762  ,BACK,2017-08-15  ,2017,8,15,DWI .15 BAC OR ABOVE  ,9500 HOTEL DR  ,78719,Yes
2017-2280003  ,BACK,2017-08-16  ,2017,8,16,DWI - DRUG RECOGNITION EXPERT  ,3800 FM 2222 RD  ,78731,No
2017-2281621  ,BACK,2017-08-16  ,2017,8,16,DWI  ,7100 MC KINNEY FALLS PKWY  ,78744,No
2017-2271514  ,BACK,2017-08-16  ,2017,8,16,DWI  ,6700 MIDDLE FISKVILLE RD  ,78752,Yes
2017-2280003  ,BACK,2017-08-16  ,2017,8,16,DWI  ,3800 FM 2222 RD  ,78731,Yes
2017-2280050  ,BACK,2017-08-16  ,2017,8,16,DWI  ,9001 NORTHGATE BLVD  ,78758,Yes
2017-2280129  ,BACK,2017-08-16  ,2017,8,16,DWI  ,2606 GUADALUPE ST  ,78705,Yes
2017-2280138  ,BACK,2017-08-16  ,2017,8,16,DWI  ,6509 CALIDAD DR  ,78752,Yes
2017-2280175  ,BACK,2017-08-16  ,2017,8,16,DWI 2ND  ,2200 WOODLAND AVE  ,78741,Yes
2017-2281114  ,BACK,2017-08-16  ,2017,8,16,DWI .15 BAC OR ABOVE  ,2500 N MOPAC EXPY NB  ,78703,Yes
